hand_number,player_id,pot_size,player_chips,player_state
203,2,640,4210,OUT
203,3,640,3780,IN
203,4,640,5250,OUT
204,0,100,5360,OUT
204,1,100,6380,OUT
204,2,100,4210,OUT
204,3,100,3780,OUT
204,4,100,5270,IN
205,0,30,5350,OUT
205,1,30,6390,IN
205,2,30,4210,OUT
205,3,30,3780,OUT
205,4,30,5270,OUT
206,0,30,5350,OUT
206,1,30,6380,OUT
206,2,30,4220,IN
206,3,30,3780,OUT
206,4,30,5270,OUT
207,0,130,5350,OUT
207,1,130,6410,IN
207,2,130,4210,OUT
207,3,130,3760,OUT
207,4,130,5270,OUT
208,0,110,5350,OUT
208,1,110,6410,OUT
208,2,110,4240,IN
208,3,110,3750,OUT
208,4,110,5250,OUT
209,0,110,5330,OUT
209,1,110,6410,OUT
209,2,110,4240,OUT
209,3,110,3780,IN
209,4,110,5240,OUT
210,0,30,5320,OUT
210,1,30,6420,IN
210,2,30,4240,OUT
210,3,30,3780,OUT
210,4,30,5240,OUT
211,0,270,5430,IN
211,1,270,6410,OUT
211,2,270,4220,OUT
211,3,270,3780,OUT
211,4,270,5160,OUT
212,0,30,5430,OUT
212,1,30,6410,OUT
212,2,30,4210,OUT
212,3,30,3790,IN
212,4,30,5160,OUT
213,0,30,5430,OUT
213,1,30,6410,OUT
213,2,30,4210,OUT
213,3,30,3780,OUT
213,4,30,5170,IN
214,0,30,5440,IN
214,1,30,6410,OUT
214,2,30,4210,OUT
214,3,30,3780,OUT
214,4,30,5160,OUT
215,0,30,5430,OUT
215,1,30,6420,IN
215,2,30,4210,OUT
215,3,30,3780,OUT
215,4,30,5160,OUT
216,0,30,5430,OUT
216,1,30,6410,OUT
216,2,30,4220,IN
216,3,30,3780,OUT
216,4,30,5160,OUT
217,0,30,5430,OUT
217,1,30,6410,OUT
